Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,,50.03,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,35.28,1,,47.07,5.26,,0.7,0.39,136.46,2.09,123.03,58.99,71.61,1.81,0.58,,0.18,0.69,25.56,22.05,30.1,23.78,21.16,6.02,6.35,3.91,0.5,21.09,3.5,0.72,24.51,15.22,8.66,5.96,135.15,54.3,15.5,,,19.8,,22.86,6.66,31.15,26.02,2.28,6.16,,0.83,1.43,,29.18,1.01,7.14,1.21,,,22.88,29.65,2.09,2.04,44.84,1.58,11.63,68.51,17.6,21.45,,14.54,,3.48,42.62,,,10,33913792728.0,Medical Specialties,Health Technology
AA,41.54,32.14,29.58,1.4,10.2,,,,,75.95,5.9,9.53,1.01,17.7,22.18,1.37,,0.38,0.45,38.44,1.41,78.33,59.38,26.65,4.45,0.56,,,1.04,888.95,17.54,,4.88,3.79,0.94,1.07,0.11,0.36,,,1.04,10.49,,,6.49,32.0,11.35,1.6,,,,,2.02,1.89,,,,0.67,,,,,,1.2,,,,,18.64,,,1.5,1.96,0.8,,0.18,0.12,,,6.28,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,62.42,28.83,,10.4,,,,,597.78,27,45.21,,25.79,58.08,0.69,,0.33,0.22,16.72,0.57,21.4,22.29,13.62,16.51,,,,,17.51,17.51,,8.44,5.74,0.73,0.78,5.71,,,,,7.52,,,3.99,16.36,20.34,1.4,,,0.51,,5.17,,50.06,15.2,,0.21,,,,,,1.02,,0.54,,,4.81,,,,,0.47,0.43,6.13,5.96,,,2.95,,25.47,14.37,,,8,8696254174.0,Airlines,Transportation
AAON,87.68,56.8,38.76,,26.3,8.1,29.5,31.8,,20.3,29.5,60.46,0.36,68.06,55.84,31.38,,,,128.67,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.24,45.14,36.41,106.92,,,,9.11,2.22,0.77,8.52,0.94,0.24,43.69,20.38,17.97,15.07,80.11,35.65,94.37,,,15.78,,20.14,13.73,59.32,59.32,2.36,9.3,,3.08,9.05,,109.3,1.61,6.42,1.73,,53.84,46.26,70.47,2.27,8.72,17.15,1.79,19.56,38.79,29.01,25.52,,21.87,,0.48,118.12,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,54.77,,3.6,,26,,,,,8.9,44.5,48.53,,52.66,1.9,,0.08,0.12,44.46,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.27,28.88,11.4,27.32,30.2,13.65,0.7,0.48,3.46,0.21,1.77,8.32,2.27,25.73,3.95,,,99.79,40.02,2.38,,,0.36,,1.55,1.01,60.25,56.38,,0.21,,,,,12.02,0.45,2.06,0.19,,,6.31,85.56,,0.42,1.65,0.62,0.36,4.12,2.95,1.7,,1.76,,4.23,6.06,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,13.88,78.61,3.79,2.7,,4.9,6.2,6.4,8.6,,5.4,89.81,0.51,3.84,85.38,9.43,,0.37,0.61,253.48,0.87,11.29,98.23,24.41,0.79,1.87,,0.15,0.39,31.13,28.49,35.26,28.99,26.7,9.2,9.81,3.21,0.16,27.83,2.87,0.4,33.95,18.04,11.5,6.9,188.57,46.21,,,,23.97,,31.51,66.59,41.29,37.19,2.34,9.9,,1.58,1.75,,35.59,1.34,10.6,2.2,,,32.74,38.12,2.39,2.8,66.59,0.83,26.93,278.63,59.87,140.28,,32.51,,3.04,54.46,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,17.39,48.26,0.04,,,9.7,8.1,22.2,18.4,28.45,8.5,40.04,5.92,25.35,44.71,0.79,,4.87,0.25,27.5,5.78,,148.94,6.31,7.97,1.8,,1.38,4.83,23.02,12.31,24.25,,,,7.21,4.34,0.35,29.66,8.03,4.83,56,8.97,,2.18,26.35,63.33,1.92,,,16.36,,28.14,1.42,28.58,28.58,12.43,4.64,,2.46,1.34,11.58,15.64,1.04,1.34,0.6,,,10.32,19.03,,1.21,1.44,5.78,2.43,683.81,4.81,6.24,,4.5,,,33.61,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,7.11,35.38,,,,7.8,9.6,1.7,7.4,21.19,3.8,17.14,5.93,,30.41,1.76,,0.17,0.1,175.38,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.61,37.2,20.14,23.5,13.4,12.92,6.22,6.61,2.67,0.04,28.13,5.15,3.82,14.08,16.72,7.67,5.45,150.45,67.21,5.43,,,9.22,,26.13,50.27,59.59,15.97,1.03,5.48,,0.59,0.65,,19.48,1.17,,1.27,,,18.43,34.36,1.62,1.57,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.77,36.73,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.76,,,8.7,,,,,,,43.45,,,47.59,1.88,,8.08,9.01,2.79,9.34,,,376.42,,0.07,,,,,,,,,8.29,8.28,,0.77,,,,,,,22.79,1.01,,,,,,,,0.77,,,,24.73,,,,,,2.76,,,2.51,1.92,,,,,0.84,9.34,,,,,,,,1.06,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,37.08,,,2.2,20.8,5.4,3.2,9.8,60.73,11,21.13,11.57,6.25,32.2,3.7,,0.59,6.19,2.12,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,7.26,7.98,5.99,8.94,8.45,6.49,2.06,1.92,12.53,0.67,25.25,10.22,5.43,11.78,15.82,3.83,6.6,2.74,50.98,7.91,,,16.92,,23.87,2.06,14.51,14.2,2.9,2.47,,,,,9.85,0.77,1.72,0.48,,,7.78,10.52,1.75,0.73,4.52,0.9,10.03,70.19,19.21,15.52,,15.33,,5.95,12.46,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABM,19.82,53.52,7.95,2,8.4,5.9,40.8,24.6,,23.18,11.1,52.44,1.94,8.8,52.18,2.98,,0.07,0.06,54.91,1.38,,,56.6,3.53,0.8,,0.26,1.59,16.19,11.93,18.09,12.3,9.93,0.59,0.6,6.18,0.36,3.3,7.66,1.87,14.99,25.93,,1.73,51.59,,3.58,,,1.89,,3.62,1.94,23.45,16.36,1.02,0.44,,0.85,1.12,,13.35,1.06,,1.07,,,10.85,16.41,0.79,0.95,,1.38,3.14,55.18,8.09,8.51,,4.97,,3.19,29.41,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,,42.97,8.5,,38.3,,,,,322.31,8,30.03,,,37.89,4.6,,0.99,4.98,132.24,1.62,,33.1,6.78,0.96,0.27,,,,32.08,31.28,17.89,20.91,20.57,6,6.79,3.12,0.38,37.96,4.98,,29.75,,,10.79,167.49,83.07,22.92,,,16.96,,15.01,9.77,46.39,46.39,,7.91,,,,,20.87,0.79,4.71,,,17.89,20.87,34.99,,,10.76,1.62,7.98,839.68,21.23,22.05,,19.8,,4.18,,,,2,92399740712.0,Other Consumer Services,Consumer Services
ABT,8.02,34.34,,0.7,6.3,12.3,6.8,6.7,,,5.8,13.63,3.64,12.03,25.46,5.17,,0.52,0.52,113.29,1.6,134.18,82.06,59.46,1.42,0.38,,0.48,1.95,27.52,19.14,31.23,21.61,17.07,4.5,4.91,3.63,0.54,15.74,3.32,2.1,21.95,11.41,8.91,6.49,108.82,55.55,11.5,,,13.99,,16.24,4.91,34.23,24.92,2.17,4.78,,1.35,1.58,,30.35,1.04,4.99,1.12,,,22.56,39.64,3.11,1.89,22.21,1.14,7.9,65.41,12.45,14.86,,10.65,,3.49,40.22,,,10,176555322492.0,Medical Specialties,Health Technology
ACA,26.6,56.92,10.28,,6.9,,13.2,4.1,,3.27,5.9,47.54,0.18,19.68,53.2,2.92,,1.75,0.61,106.79,3.61,70.83,47.61,57.32,3.31,0.51,,0.06,0.19,28.87,15.34,47.48,,,1.93,2.33,3.43,0.56,4.86,2.3,0.19,24.39,18,26.64,11.51,77.7,19.84,4.58,,,5.17,,7.87,2.16,41,33.39,1.65,2.12,,,,,43.55,1.38,2.62,,,,16.65,25.53,2.11,1.44,4.7,2.77,3.4,11.35,5.93,5.41,,5.14,,,,,,9,3644941042.999999,Trucks/Construction/Farm Machinery,Producer Manufacturing
ACAD,,54.4,3.14,,,,38.8,40.9,46.1,223.57,16.4,47.51,,13.01,52.61,2.92,,1.64,11.45,17.41,2.29,235.21,82.57,38.31,0.4,0.09,,,,21.11,19.02,11.69,14.48,17.86,2.31,2.55,4.74,0.59,21.82,7.03,,22.82,,,15.88,34.11,91.61,,,,13.83,,12.08,5,22.23,22.23,1,3.1,,,,,14.16,0.51,2.47,,17.41,7.44,14.16,21.65,,,6.11,2.11,15.57,203.67,21.17,27.32,,51.02,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,,40.89,,,12.2,,,16.9,,,10.9,46.83,,,45.42,1.73,,0.13,0.04,39.64,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.59,8.94,,9.14,7.22,1.65,1.83,8.63,0.52,,,,11.33,0.83,10.72,8.88,85.22,96.45,5.11,,,8.99,,17.48,1.23,13.27,11.54,,1.19,,,,,,0.47,1.62,0.54,,,28.67,,,1.19,5.36,1.06,5.05,19.42,10.06,9.78,,8.25,,,119.28,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACI,,60.65,1.83,,18.8,33.9,6,,,132.17,4.2,72.1,2.42,,64.25,3.54,,0.04,0.02,19.32,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.42,14.59,6.02,32.33,12.69,6.58,0.31,0.32,6.91,0.11,0.99,6.84,3.02,8.71,16.22,,1.77,21.47,27.85,3.83,,,1.25,,2.28,3.81,11.61,7.94,0.59,0.14,,,,,14.69,0.9,,,,,4.3,14.57,1.22,0.81,,0.22,3.79,11.26,9.28,37.17,,6.52,,6.89,29.07,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,82.67,50.09,10.84,2.6,5.9,,7,21.8,,142.28,6.8,49.01,,49.68,48.27,3.71,,0.26,0.17,53.77,1.56,,21.51,50.45,2.07,0.77,,,,17.86,13.34,23.67,,14.64,3.82,4.08,5.6,0.43,17.25,4.85,,29.2,13.19,23.1,7.94,34.09,52.2,4.73,,,14.04,,22.14,4.33,25.89,23.66,1.97,3.64,,1.18,1.78,,21.14,1.58,,1.37,,,18.55,23.66,2.24,1.59,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.32,56.01,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,42.92,,0.9,22.7,,62.7,72,31,57.41,34.8,49.83,,,46.58,6.76,,2.3,13.15,74.83,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.27,6.88,10.93,,7.22,1.72,1.79,13.76,0.73,16.36,7.16,,15.2,25.04,,,112.68,44.28,44.08,,,20.65,,21.88,2.52,11.18,11.18,0.23,2.31,,,,,14.12,0.66,1.11,1.01,11.22,3.2,12.84,13.86,0.44,1.03,2.52,3.29,17.31,67.54,25.93,24.8,,28.79,,2.51,24,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,71.81,43.7,12.62,,,,2.6,0.1,,,,40.3,,63.4,41.56,9.53,,4.19,8.79,82.03,4.29,,,71.34,,0.14,,,,,,1116.94,,,43.02,25.68,,0.63,2.3,0.08,,,,,16.03,0.0,,,,,,,,9.32,,,,27.52,,,,,567.48,,,,15.16,14.49,173.79,,,,9.32,4.29,,,,,,,,0.3,,,,,1598748014.0,Biotechnology,Health Technology
ACN,2.74,47.4,4.9,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,37.24,2.64,23.83,44.57,7.36,,0.26,1.22,357.3,1.1,,20.51,69.84,0.37,0.15,,0.43,1.5,22.8,19.88,25.82,20.87,17,3.25,3.43,4.39,0.51,13.27,3.86,1.66,28.16,13.22,8.91,7.03,331.25,32.61,162.73,,,11.19,,14.79,7.89,31.24,29.85,3.21,3.5,,1.44,1.15,,26.33,1.08,8.34,1.24,,,24.85,37.94,3.13,1.73,52.35,1.1,13.75,236.59,27.79,26.8,,19.63,,2.63,38.68,,,10,207617355910.0,Information Technology Services,Technology Services
ADBE,,31.94,,2.5,0.9,,8.8,13.9,6.9,48.68,13.3,14.54,,,24.97,10.86,,0.75,1.3,455.23,1.07,,51.08,33.15,0.76,0.43,,,,28.36,25.3,25.57,18.71,17.35,8.57,9.36,3.53,0.47,36.61,3.88,,22.28,18.32,12.15,9.64,572.28,89.04,45.8,,,25.85,,36,14.4,37.22,25.06,1.54,9.64,,0.79,0.83,,26.26,0.8,20.29,0.74,,,25.67,34.49,1.63,1.92,378.3,1.07,18.71,304.83,35.09,36.84,,23.74,,3.85,55.27,,,10,241068062221.0,Packaged Software,Technology Services
ADC,24.07,43.28,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,40.11,5.54,23.75,40.87,1.78,,0.08,0.01,73.31,0.74,,573.52,54.1,5.08,0.51,,1.67,4.04,36.67,20.65,24.8,31.71,19.11,16.57,18.11,2.73,0.65,73.03,5.45,4.1,40.33,11.76,2.17,11.35,74.01,87.94,2.87,,,31.62,,48.86,1.5,40.91,41.53,6.7,12.42,,3.56,1.32,17.51,17.03,0.99,1.8,0.98,,,17.03,,6.22,1.04,1.79,0.74,2.41,,3.83,3.64,,3.69,,,32.91,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,4.41,71.58,,,,,,,,13.28,,89.58,0.25,5.84,79.24,2.14,,1.25,0.17,14.36,3.42,,,38.31,2.94,1.41,,0.19,1.37,20.45,11.24,15.66,,,5.23,5.94,4.89,0.35,37.93,8.17,1.37,10.2,11.35,,,9.56,,1.91,,,12.01,,30.96,4.22,40.58,13.65,4.4,4.8,,,,,12.65,1.5,,2.27,,,11.42,17.25,,0.74,,3.42,3.78,475.57,9.9,11.55,,10.09,,8.57,112.38,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,2.72,46.71,,1.9,,10.4,9.3,16.8,1.7,,1.2,43.49,2.93,,46.36,5.63,,0.79,0.31,213.82,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.7,53.65,26.79,36.08,30.89,23.38,10.96,11.95,1.86,0.73,33.12,2.91,1.7,30.06,16.89,20.58,10.84,153.2,57.08,6.42,,,17.35,,21.96,3.05,65.75,53.24,4.88,11.44,,2.75,1.81,,34.55,1.4,,1.63,,,28,35.97,3.76,1.74,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.46,49.96,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,40.41,,2.6,9.4,7.7,25.1,24.8,,89.18,15,34.2,5.08,,39.03,3.11,,0.04,0.07,51.49,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.87,11.71,8.51,10.01,13.68,9.57,0.42,0.41,8.54,0.42,4.05,14.26,3.87,11.11,23.19,,,78.24,7.08,3.58,,,2.07,,2.85,1.12,14.68,10.46,0.57,0.3,,,,,7.53,0.66,0.87,0.74,,,5.25,7.06,0.54,1.34,1.65,0.84,3.34,14.4,8.6,7.7,,4.13,,16.59,11.34,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,32.33,,3.5,,,,,,,4.5,15.73,,,26.57,1.74,,0.26,0.39,17.6,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.47,4.68,10.67,7.65,4.18,0.21,0.21,10.56,0.23,1.89,18.53,,8.79,26.46,30.6,,37.62,6.32,2.09,,,0.12,,2.72,0.7,76.57,9.58,0.49,0.11,,,,,5.61,0.47,,,,,2.89,8.75,0.46,0.53,,0.9,0.19,23.38,5.76,0.85,,4.79,,22.05,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,27.12,44.36,6.52,1.2,,13.8,15.3,15.1,13,13.01,9,31.22,3.37,21.51,38.48,3.07,,0.19,0.79,295.57,1.01,,3.27,65.98,1.56,1.75,,0.59,1.93,22.67,20.55,30.14,22.93,21.18,6.02,6.66,4.41,0.11,22.11,3.37,2.08,29.7,14.88,8.76,7.46,271.87,42.56,9.92,,,20.87,,21.92,22.62,31.68,31.48,2.6,6.61,,1.54,1.69,,29.9,1.09,10.09,1.29,,,26.2,43.03,2.5,2.99,73.29,1.01,7.01,518.83,59.25,86.24,,6.18,,1.82,44.57,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,8.87,35.85,4.46,,3.7,,,,,,,17.28,3.11,4.46,26.81,0.42,,0.08,0.01,7.09,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,3.07,28.88,7.65,12.67,,5.15,2.78,2.71,3.46,0.24,21.42,17.32,3.07,8.83,8.14,26.47,2.59,6.68,78.76,1.95,,,17.19,,20.04,1.68,7.46,13.74,,1.32,,,,,6.19,1.06,,,,,3.72,4.99,,0.56,,0.64,5.45,14.81,3.29,24.01,,10.07,,35.3,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,29.13,62.75,,,9.9,,22.2,30.1,,18.33,10.6,81.82,,1.77,70.34,8.82,,1.41,4.48,130.73,2.11,,11.17,35.23,0.41,0.05,,,,20.47,18.11,17.34,14.08,12.66,1.5,1.85,4.89,0.82,11.15,5.34,,22.33,23.51,13.56,13.67,100.83,32.28,12.12,,,6.5,,9.15,2.5,29.84,25.18,1.35,1.94,,1.04,0.56,,17.57,1.3,3.67,1.27,134.77,18.6,16.3,20.22,1.3,1.3,11.98,2.11,6.89,155.12,11.61,9.24,,9.02,,2.82,52.99,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,27.17,38.49,7.29,,6.5,8,7.3,6.3,10.2,5.28,6.9,12.56,4.18,29.57,28.13,0.88,,,,88.68,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,3.02,21.37,11.83,,19.08,10.98,5.02,5.74,4.68,0.27,,,3.02,17.96,1.2,7.87,3.92,82.69,49.45,2.94,,,15.52,,25.95,2,20.88,20.67,3.76,3.24,,1.5,,,,1.07,1.38,1.24,,,9.53,,2.98,,2.07,0.41,2.73,5.71,5.17,9.9,,3.91,,,22.41,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,63.95,,,99.7,,,,,52.85,46.7,81.26,,,71.19,12.08,,2.45,5.64,14.54,6.03,461.76,71.29,51.67,0.87,0.06,,,,65.05,51.44,,,,,6.78,1.54,0.84,,,,48.47,,,24.38,21.38,50.48,,,,49.64,,10.43,3.5,14.79,13.29,,7.29,,,,,,0.68,1.59,2.76,29.67,6.19,2415,24.27,,4.19,4.27,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,,65.37,10.59,0.9,13,,,,,,6.1,77.23,0.33,0.39,69.21,4.66,,2.25,0.99,120.65,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.33,83.17,37.25,62.72,,12.08,2.93,3.14,1.2,0.53,5.01,1.6,0.33,24.64,15,,,85.2,35.16,2.31,,,2.91,,4.34,3.97,107.65,33.62,2.51,3.14,,1.69,4,,62.23,1.42,3.05,1.08,,14.33,34.85,95.95,2.61,1.86,6.42,3.32,1.74,8.27,2.59,3.75,,8.16,,,43.52,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,42.12,47.14,,,20.5,20.8,11.4,7.9,4,4.55,3.1,36.27,8.17,19.47,44.16,3.41,,0.59,0.61,81.73,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.94,24.15,13.26,23.71,12.73,8.8,4.43,5.66,4.14,0.69,23.84,4.28,1.94,16.61,11.47,27.64,14.14,63.86,40.9,27.86,,,13.05,,34.15,2.13,43.08,25.25,0.99,5.55,,,,,23.29,1.28,1.71,1.25,,,12.21,26.83,2.7,1.93,2.67,0.83,3.5,8.35,6.58,5.13,,5.69,,2.42,54.08,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,,38.69,,,10.5,45.5,,,66.4,90.5,5.8,26.66,2.56,,35.63,3.76,,0.19,0.12,17.2,1.57,78.76,29.59,15.73,2.12,0.8,,0.3,2.93,10.44,6.88,23.48,9.46,6.49,0.81,0.84,9.58,0.47,3.56,5.86,2.93,9.45,1.48,10.05,3.02,17.92,38.95,,,,4.28,,8,1.88,14.61,10.36,,0.62,,,,,17.28,0.96,1.02,0.78,,,8.6,46.69,,1.12,2.22,0.63,6.46,18.28,15.69,13.34,,11.06,,7.95,14.73,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,17.12,31.09,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,11.75,5.16,9.75,23.66,0.87,,0.04,0.01,91.92,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.89,21.55,12.13,,16.64,10.56,4.18,4.72,4.64,0.27,,,4.05,15.64,0.93,12.99,4.6,94.0,61.23,2.17,,,13.46,,20.61,1.84,18.5,18.43,3.35,2.48,,,,,,0.98,1.23,1.06,,,7.59,,,10.81,1.84,0.41,2.7,5.48,4.94,10.22,,4.35,,0.77,19.53,,,10,41234689544.0,Electric Utilities,Utilities
AER,28.85,52.69,0.43,,6.4,,,5.5,,3.17,,60.33,0.77,4.89,54.04,0.74,,2.25,0.08,95.11,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.77,30.62,13.68,,15.95,9.39,7.73,8.08,3.27,0.23,,,1.03,7.86,,12.74,2.68,85.24,32.61,,,,32.41,,26.37,1.1,7.86,9.99,,2.47,,,,,,1.12,0.74,1.42,,,3.48,7.51,,1.59,1.29,4.45,3.53,3.38,2.94,15.15,,2.69,,11.62,15.18,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,38.8,,,,5,,6.9,,,7.2,35.46,6.7,,40.29,0.42,,0.16,0.07,12.87,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.25,25.79,13.92,,9.82,6.69,2.1,3,3.88,0.07,,,5.27,6.27,,6.76,2.84,21.26,19.44,1.43,,,8.34,,17.25,2.84,9.13,5.67,,0.76,,,,,,0.61,1.49,0.78,,,3.92,,,,9.2,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,34.97,,,,5,,6.9,,,7.2,31.65,,,33.47,0.42,,0.16,0.07,62.61,0.85,25.49,94.7,48.4,11.13,8.95,,,,25.79,13.92,,,,,3,3.88,0.07,,,,6.72,,6.76,2.84,0.0,19.44,1.43,,,8.34,,17.25,2.84,9.13,5.67,,0.76,,,,,,,,,,,3.92,,,,,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESI,13.93,55.25,,,14.3,,129.9,,,49.89,64.1,51.37,3.94,1.17,53.8,2.37,,0.3,0.16,22.5,1.23,16.62,48.15,58.05,2.21,0.47,,0.99,3.91,22.22,13.15,,,6.77,2.48,3.19,4.5,0.53,,,4.17,11.92,,,26.12,0.0,26.47,4.92,,,8.78,,15.35,2.37,28.72,26.13,,2.64,,,,,,,1.82,,,,8.89,,,,2.88,1.08,4.84,10.74,8.84,10.25,,8.11,,,,,,3,2304000047.0,Construction Materials,Non-Energy Minerals
AG,3.76,41.05,4.11,,9.1,,,,,,8,32.93,0.3,4.97,38.49,1.74,,1.86,0.94,5.87,3.03,51.44,36.36,8.18,2.7,0.17,,,0.3,,21.92,,,,3.31,3.59,,0.7,,,0.32,22.32,18.71,,5.53,5.95,11.66,,,,,,,1.36,,,,3.45,,,,,,0.99,,0.88,,,20.29,,,4.85,1.36,2.45,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,47.06,1.07,0.2,16.3,20.1,25.7,40.5,,36.02,16.7,36.31,2.24,,43.85,2.3,,0.15,0.15,96.86,1.53,139.21,45.05,44.73,6.86,1,,0.12,1.2,37.5,17.7,30.4,15.54,9.43,0.98,0.85,2.67,0.31,2.8,4.9,1.2,15.29,24.98,,,112.91,25.39,8.9,,,1.35,,8.69,1.73,42.63,10.35,0.41,0.57,,,,,20.35,0.86,1.67,0.92,,,9.07,1319.86,0.56,0.88,5.98,0.72,1.34,7.33,3.4,3.87,,9.37,,,14.98,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,28.59,48.58,,,2,17.3,10.3,15.9,23.9,17.21,12.4,42.38,2.5,14.64,47.74,3.19,,0.84,1.06,19.07,1.62,129.34,94.63,11.19,0.48,0.09,,0.17,0.52,20.34,13.48,40.98,,,4.87,6.86,4.92,0.66,16.68,2.43,0.52,15.63,17.09,36.98,22.73,16.65,41.55,68.69,,,19.9,,34.16,2.41,33.43,33.97,1.95,6.63,,,,,39.49,1.15,1.9,1.7,,,13.7,24.45,2.09,2.43,2.41,0.97,5.71,11.3,10.29,7.97,,6.79,,,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,131.41,36.53,17.71,6.9,36,,,,,39.42,,34.86,,26.27,33.49,10.8,,8.41,16.52,41.96,8.99,2295.73,1283.6,31.8,,0.04,,,,,,,,,14.8,45.35,,0.91,,,,,,,96.02,0.0,89.38,,,,2051.38,,,1.5,3.76,,,73.99,,,,,,,,,2.85,2.63,,3.94,,,1.5,8.77,62.91,,,71.3,,,,0.58,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,49.22,,,,,,,,,49.4,53.52,,,52.24,1.79,,0.28,8.95,2.0,1.29,,85,86.97,,0.08,,,,,,,,,0.09,0.1,,0.28,,,,,,22.91,20.75,44.82,,,,,,,,1.57,,,,0.16,,,,,,0.04,,,,2.78,,,,,1.81,1.29,,,,,,,,0.39,,,,,7602789688.0,Medical/Nursing Services,Health Services
